component,category,subcategory,changes_baseline_date,change_category,projected_fiscal_year,value
deficit,Total,Total,2005-08-01,Legislative,2007,-94.497
deficit,Total,Total,2005-08-01,Legislative,2008,-103.213
deficit,Total,Total,2005-08-01,Legislative,2009,-110.104
deficit,Total,Total,2005-08-01,Legislative,2010,-117.946
deficit,Total,Total,2005-08-01,Legislative,2011,-125.862
deficit,Total,Total,2005-08-01,Legislative,2012,-132.372
deficit,Total,Total,2005-08-01,Legislative,2013,-141.846
deficit,Total,Total,2005-08-01,Legislative,2014,-151.314
deficit,Total,Total,2005-08-01,Legislative,2015,-161.779
deficit,Total,Total,2006-01-01,Legislative,2005,-1.275
deficit,Total,Total,2006-01-01,Legislative,2006,-41.206
deficit,Total,Total,2006-01-01,Legislative,2007,2.04
deficit,Total,Total,2006-01-01,Legislative,2008,13.251
deficit,Total,Total,2006-01-01,Legislative,2009,18.19
deficit,Total,Total,2006-01-01,Legislative,2010,21.514
deficit,Total,Total,2006-01-01,Legislative,2011,24.257
deficit,Total,Total,2006-01-01,Legislative,2012,25.688
deficit,Total,Total,2006-01-01,Legislative,2013,28.453
deficit,Total,Total,2006-01-01,Legislative,2014,31.342
deficit,Total,Total,2006-01-01,Legislative,2015,33.655
deficit,Total,Total,2006-03-01,Legislative,2006,4.944
deficit,Total,Total,2006-03-01,Legislative,2007,-4.02
deficit,Total,Total,2006-03-01,Legislative,2008,3.862
deficit,Total,Total,2006-03-01,Legislative,2009,20.902
deficit,Total,Total,2006-03-01,Legislative,2010,13.29
deficit,Total,Total,2006-03-01,Legislative,2011,13.138
deficit,Total,Total,2006-03-01,Legislative,2012,15.61
deficit,Total,Total,2006-03-01,Legislative,2013,15.255
deficit,Total,Total,2006-03-01,Legislative,2014,14.373
deficit,Total,Total,2006-03-01,Legislative,2015,15.499
deficit,Total,Total,2006-03-01,Legislative,2016,16.388
deficit,Total,Total,2006-08-01,Legislative,2006,-30.376
deficit,Total,Total,2006-08-01,Legislative,2007,-103.587
deficit,Total,Total,2006-08-01,Legislative,2008,-101.927
deficit,Total,Total,2006-08-01,Legislative,2009,-131.28
deficit,Total,Total,2006-08-01,Legislative,2010,-136.537
deficit,Total,Total,2006-08-01,Legislative,2011,-135.472
deficit,Total,Total,2006-08-01,Legislative,2012,-141.713
deficit,Total,Total,2006-08-01,Legislative,2013,-156.502
deficit,Total,Total,2006-08-01,Legislative,2014,-167.928
deficit,Total,Total,2006-08-01,Legislative,2015,-179.137
deficit,Total,Total,2006-08-01,Legislative,2016,-191.775
deficit,Total,Total,2007-01-01,Legislative,2006,0.0
deficit,Total,Total,2007-01-01,Legislative,2007,9.883
deficit,Total,Total,2007-01-01,Legislative,2008,59.546
deficit,Total,Total,2007-01-01,Legislative,2009,94.339
deficit,Total,Total,2007-01-01,Legislative,2010,111.995
deficit,Total,Total,2007-01-01,Legislative,2011,125.915
deficit,Total,Total,2007-01-01,Legislative,2012,134.109
deficit,Total,Total,2007-01-01,Legislative,2013,143.491
deficit,Total,Total,2007-01-01,Legislative,2014,152.95
deficit,Total,Total,2007-01-01,Legislative,2015,163.664
deficit,Total,Total,2007-01-01,Legislative,2016,174.723
deficit,Total,Total,2007-03-01,Legislative,2007,-8.482
deficit,Total,Total,2007-03-01,Legislative,2008,-13.351
deficit,Total,Total,2007-03-01,Legislative,2009,-14.413
deficit,Total,Total,2007-03-01,Legislative,2010,-14.564
deficit,Total,Total,2007-03-01,Legislative,2011,-15.101
deficit,Total,Total,2007-03-01,Legislative,2012,-16.106
deficit,Total,Total,2007-03-01,Legislative,2013,-17.292
deficit,Total,Total,2007-03-01,Legislative,2014,-18.364
deficit,Total,Total,2007-03-01,Legislative,2015,-19.578
deficit,Total,Total,2007-03-01,Legislative,2016,-20.879
deficit,Total,Total,2007-03-01,Legislative,2017,-22.211
deficit,Total,Total,2007-08-01,Legislative,2007,-28.712
deficit,Total,Total,2007-08-01,Legislative,2008,-83.006
deficit,Total,Total,2007-08-01,Legislative,2009,-112.006
deficit,Total,Total,2007-08-01,Legislative,2010,-134.008
deficit,Total,Total,2007-08-01,Legislative,2011,-145.67
deficit,Total,Total,2007-08-01,Legislative,2012,-145.834
deficit,Total,Total,2007-08-01,Legislative,2013,-167.5
deficit,Total,Total,2007-08-01,Legislative,2014,-173.316
deficit,Total,Total,2007-08-01,Legislative,2015,-184.708
deficit,Total,Total,2007-08-01,Legislative,2016,-197.328
deficit,Total,Total,2007-08-01,Legislative,2017,-209.354
deficit,Total,Total,2008-01-01,Legislative,2007,0.0
deficit,Total,Total,2008-01-01,Legislative,2008,-59.199
deficit,Total,Total,2008-01-01,Legislative,2009,48.929
deficit,Total,Total,2008-01-01,Legislative,2010,45.174
deficit,Total,Total,2008-01-01,Legislative,2011,54.325
deficit,Total,Total,2008-01-01,Legislative,2012,58.654
deficit,Total,Total,2008-01-01,Legislative,2013,57.403
deficit,Total,Total,2008-01-01,Legislative,2014,67.372
deficit,Total,Total,2008-01-01,Legislative,2015,71.389
deficit,Total,Total,2008-01-01,Legislative,2016,77.067
deficit,Total,Total,2008-01-01,Legislative,2017,81.158
deficit,Total,Total,2008-03-01,Legislative,2008,-152.884
deficit,Total,Total,2008-03-01,Legislative,2009,-20.493
deficit,Total,Total,2008-03-01,Legislative,2010,5.469
deficit,Total,Total,2008-03-01,Legislative,2011,1.7
deficit,Total,Total,2008-03-01,Legislative,2012,0.292
deficit,Total,Total,2008-03-01,Legislative,2013,-1.779
deficit,Total,Total,2008-03-01,Legislative,2014,-4.32
deficit,Total,Total,2008-03-01,Legislative,2015,-6.006
deficit,Total,Total,2008-03-01,Legislative,2016,-7.376
deficit,Total,Total,2008-03-01,Legislative,2017,-8.01
deficit,Total,Total,2008-03-01,Legislative,2018,-8.568
deficit,Total,Total,2008-09-01,Legislative,2008,-38.114
deficit,Total,Total,2008-09-01,Legislative,2009,-131.391
deficit,Total,Total,2008-09-01,Legislative,2010,-120.16
deficit,Total,Total,2008-09-01,Legislative,2011,-131.38
deficit,Total,Total,2008-09-01,Legislative,2012,-145.102
deficit,Total,Total,2008-09-01,Legislative,2013,-137.744
deficit,Total,Total,2008-09-01,Legislative,2014,-179.182
deficit,Total,Total,2008-09-01,Legislative,2015,-182.554
deficit,Total,Total,2008-09-01,Legislative,2016,-193.155
deficit,Total,Total,2008-09-01,Legislative,2017,-201.147
deficit,Total,Total,2008-09-01,Legislative,2018,-213.684
deficit,Total,Total,2009-01-01,Legislative,2008,-1.843
deficit,Total,Total,2009-01-01,Legislative,2009,-283.236
deficit,Total,Total,2009-01-01,Legislative,2010,44.934
deficit,Total,Total,2009-01-01,Legislative,2011,81.933
deficit,Total,Total,2009-01-01,Legislative,2012,94.71
deficit,Total,Total,2009-01-01,Legislative,2013,110.242
deficit,Total,Total,2009-01-01,Legislative,2014,122.042
deficit,Total,Total,2009-01-01,Legislative,2015,134.066
deficit,Total,Total,2009-01-01,Legislative,2016,146.924
deficit,Total,Total,2009-01-01,Legislative,2017,165.967
deficit,Total,Total,2009-01-01,Legislative,2018,183.47
deficit,Total,Total,2009-03-01,Legislative,2009,-195.271
deficit,Total,Total,2009-03-01,Legislative,2010,-422.128
deficit,Total,Total,2009-03-01,Legislative,2011,-171.686
deficit,Total,Total,2009-03-01,Legislative,2012,-84.293
deficit,Total,Total,2009-03-01,Legislative,2013,-86.445
deficit,Total,Total,2009-03-01,Legislative,2014,-88.924
deficit,Total,Total,2009-03-01,Legislative,2015,-78.376
deficit,Total,Total,2009-03-01,Legislative,2016,-73.173
deficit,Total,Total,2009-03-01,Legislative,2017,-78.84
deficit,Total,Total,2009-03-01,Legislative,2018,-86.117
deficit,Total,Total,2009-03-01,Legislative,2019,-97.239
deficit,Total,Total,2009-08-01,Legislative,2009,-31.373
deficit,Total,Total,2009-08-01,Legislative,2010,-80.376
deficit,Total,Total,2009-08-01,Legislative,2011,-94.138
deficit,Total,Total,2009-08-01,Legislative,2012,-120.553
deficit,Total,Total,2009-08-01,Legislative,2013,-131.526
deficit,Total,Total,2009-08-01,Legislative,2014,-116.83
deficit,Total,Total,2009-08-01,Legislative,2015,-137.413
deficit,Total,Total,2009-08-01,Legislative,2016,-147.715
deficit,Total,Total,2009-08-01,Legislative,2017,-158.969
deficit,Total,Total,2009-08-01,Legislative,2018,-170.989
deficit,Total,Total,2009-08-01,Legislative,2019,-184.28
deficit,Total,Total,2010-01-01,Legislative,2009,0.0
deficit,Total,Total,2010-01-01,Legislative,2010,-74.963
deficit,Total,Total,2010-01-01,Legislative,2011,-5.65
deficit,Total,Total,2010-01-01,Legislative,2012,5.395
deficit,Total,Total,2010-01-01,Legislative,2013,9.72
deficit,Total,Total,2010-01-01,Legislative,2014,32.63
deficit,Total,Total,2010-01-01,Legislative,2015,-5.25
deficit,Total,Total,2010-01-01,Legislative,2016,14.146
deficit,Total,Total,2010-01-01,Legislative,2017,14.838
deficit,Total,Total,2010-01-01,Legislative,2018,13.759
deficit,Total,Total,2010-01-01,Legislative,2019,11.25
deficit,Total,Total,2010-03-01,Legislative,2010,-8.717
deficit,Total,Total,2010-03-01,Legislative,2011,-0.678
deficit,Total,Total,2010-03-01,Legislative,2012,-0.378
deficit,Total,Total,2010-03-01,Legislative,2013,-0.507
deficit,Total,Total,2010-03-01,Legislative,2014,-0.433
deficit,Total,Total,2010-03-01,Legislative,2015,-0.615
deficit,Total,Total,2010-03-01,Legislative,2016,-0.622
deficit,Total,Total,2010-03-01,Legislative,2017,-0.607
deficit,Total,Total,2010-03-01,Legislative,2018,-0.659
deficit,Total,Total,2010-03-01,Legislative,2019,-0.702
deficit,Total,Total,2010-03-01,Legislative,2020,-0.763
deficit,Total,Total,2010-08-01,Legislative,2010,-29.112
deficit,Total,Total,2010-08-01,Legislative,2011,-92.188
deficit,Total,Total,2010-08-01,Legislative,2012,-37.105
deficit,Total,Total,2010-08-01,Legislative,2013,8.482
deficit,Total,Total,2010-08-01,Legislative,2014,20.141
deficit,Total,Total,2010-08-01,Legislative,2015,-25.683
deficit,Total,Total,2010-08-01,Legislative,2016,-70.047
deficit,Total,Total,2010-08-01,Legislative,2017,-62.641
deficit,Total,Total,2010-08-01,Legislative,2018,-55.883
deficit,Total,Total,2010-08-01,Legislative,2019,-45.413
deficit,Total,Total,2010-08-01,Legislative,2020,-43.398
deficit,Total,Total,2011-01-01,Legislative,2010,0.0
deficit,Total,Total,2011-01-01,Legislative,2011,-451.768
deficit,Total,Total,2011-01-01,Legislative,2012,-390.399
deficit,Total,Total,2011-01-01,Legislative,2013,-98.85
deficit,Total,Total,2011-01-01,Legislative,2014,25.024
deficit,Total,Total,2011-01-01,Legislative,2015,57.902
deficit,Total,Total,2011-01-01,Legislative,2016,-0.135
deficit,Total,Total,2011-01-01,Legislative,2017,25.748
deficit,Total,Total,2011-01-01,Legislative,2018,26.611
deficit,Total,Total,2011-01-01,Legislative,2019,21.626
deficit,Total,Total,2011-01-01,Legislative,2020,20.016
deficit,Total,Total,2011-03-01,Legislative,2011,0.972
deficit,Total,Total,2011-03-01,Legislative,2012,2.369
deficit,Total,Total,2011-03-01,Legislative,2013,3.413
deficit,Total,Total,2011-03-01,Legislative,2014,4.026
deficit,Total,Total,2011-03-01,Legislative,2015,4.441
deficit,Total,Total,2011-03-01,Legislative,2016,4.832
deficit,Total,Total,2011-03-01,Legislative,2017,5.239
deficit,Total,Total,2011-03-01,Legislative,2018,5.612
deficit,Total,Total,2011-03-01,Legislative,2019,6.005
deficit,Total,Total,2011-03-01,Legislative,2020,6.418
deficit,Total,Total,2011-03-01,Legislative,2021,6.845
deficit,Total,Total,2011-08-01,Legislative,2011,-2.83
deficit,Total,Total,2011-08-01,Legislative,2012,20.919
deficit,Total,Total,2011-08-01,Legislative,2013,47.872
deficit,Total,Total,2011-08-01,Legislative,2014,68.372
deficit,Total,Total,2011-08-01,Legislative,2015,85.487
deficit,Total,Total,2011-08-01,Legislative,2016,99.088
deficit,Total,Total,2011-08-01,Legislative,2017,113.251
deficit,Total,Total,2011-08-01,Legislative,2018,127.308
deficit,Total,Total,2011-08-01,Legislative,2019,142.529
deficit,Total,Total,2011-08-01,Legislative,2020,158.502
deficit,Total,Total,2011-08-01,Legislative,2021,175.242
deficit,Total,Total,2012-01-01,Legislative,2011,0.0
deficit,Total,Total,2012-01-01,Legislative,2012,-38.821
deficit,Total,Total,2012-01-01,Legislative,2013,66.198
deficit,Total,Total,2012-01-01,Legislative,2014,115.455
deficit,Total,Total,2012-01-01,Legislative,2015,129.682
deficit,Total,Total,2012-01-01,Legislative,2016,142.928
deficit,Total,Total,2012-01-01,Legislative,2017,146.863
deficit,Total,Total,2012-01-01,Legislative,2018,157.467
deficit,Total,Total,2012-01-01,Legislative,2019,168.224
deficit,Total,Total,2012-01-01,Legislative,2020,179.217
deficit,Total,Total,2012-01-01,Legislative,2021,189.811
deficit,Total,Total,2012-03-01,Legislative,2012,-100.102
deficit,Total,Total,2012-03-01,Legislative,2013,-42.95
deficit,Total,Total,2012-03-01,Legislative,2014,-40.929
deficit,Total,Total,2012-03-01,Legislative,2015,8.076
deficit,Total,Total,2012-03-01,Legislative,2016,38.483
deficit,Total,Total,2012-03-01,Legislative,2017,6.089
deficit,Total,Total,2012-03-01,Legislative,2018,2.4
deficit,Total,Total,2012-03-01,Legislative,2019,-2.771
deficit,Total,Total,2012-03-01,Legislative,2020,4.524
deficit,Total,Total,2012-03-01,Legislative,2021,5.031
deficit,Total,Total,2012-03-01,Legislative,2022,0.07
deficit,Total,Total,2012-08-01,Legislative,2012,-1.883
deficit,Total,Total,2012-08-01,Legislative,2013,-0.349
deficit,Total,Total,2012-08-01,Legislative,2014,5.215
deficit,Total,Total,2012-08-01,Legislative,2015,6.548
deficit,Total,Total,2012-08-01,Legislative,2016,5.608
deficit,Total,Total,2012-08-01,Legislative,2017,4.177
deficit,Total,Total,2012-08-01,Legislative,2018,2.163
deficit,Total,Total,2012-08-01,Legislative,2019,1.115
deficit,Total,Total,2012-08-01,Legislative,2020,-0.401
deficit,Total,Total,2012-08-01,Legislative,2021,-1.208
deficit,Total,Total,2012-08-01,Legislative,2022,-0.639
deficit,Total,Total,2013-02-01,Legislative,2012,0.035
deficit,Total,Total,2013-02-01,Legislative,2013,-330.182
deficit,Total,Total,2013-02-01,Legislative,2014,-343.832
deficit,Total,Total,2013-02-01,Legislative,2015,-308.846
deficit,Total,Total,2013-02-01,Legislative,2016,-357.666
deficit,Total,Total,2013-02-01,Legislative,2017,-419.09
deficit,Total,Total,2013-02-01,Legislative,2018,-483.09
deficit,Total,Total,2013-02-01,Legislative,2019,-518.967
deficit,Total,Total,2013-02-01,Legislative,2020,-578.769
deficit,Total,Total,2013-02-01,Legislative,2021,-645.364
deficit,Total,Total,2013-02-01,Legislative,2022,-710.245
deficit,Total,Total,2013-05-01,Legislative,2013,0.0
deficit,Total,Total,2013-05-01,Legislative,2014,0.0
deficit,Total,Total,2013-05-01,Legislative,2015,0.0
deficit,Total,Total,2013-05-01,Legislative,2016,0.0
deficit,Total,Total,2013-05-01,Legislative,2017,0.0
deficit,Total,Total,2013-05-01,Legislative,2018,0.0
deficit,Total,Total,2013-05-01,Legislative,2019,0.0
deficit,Total,Total,2013-05-01,Legislative,2020,0.0
deficit,Total,Total,2013-05-01,Legislative,2021,0.0
deficit,Total,Total,2013-05-01,Legislative,2022,0.0
deficit,Total,Total,2013-05-01,Legislative,2023,0.0
deficit,Total,Total,2014-02-01,Legislative,2013,-8.08
deficit,Total,Total,2014-02-01,Legislative,2014,-44.626
deficit,Total,Total,2014-02-01,Legislative,2015,-20.953
deficit,Total,Total,2014-02-01,Legislative,2016,8.791
deficit,Total,Total,2014-02-01,Legislative,2017,33.248
deficit,Total,Total,2014-02-01,Legislative,2018,41.213
deficit,Total,Total,2014-02-01,Legislative,2019,53.909
deficit,Total,Total,2014-02-01,Legislative,2020,59.534
deficit,Total,Total,2014-02-01,Legislative,2021,64.343
deficit,Total,Total,2014-02-01,Legislative,2022,84.748
deficit,Total,Total,2014-02-01,Legislative,2023,102.223
deficit,Total,Total,2014-04-01,Legislative,2014,-7.645
deficit,Total,Total,2014-04-01,Legislative,2015,-3.857
deficit,Total,Total,2014-04-01,Legislative,2016,-0.584
deficit,Total,Total,2014-04-01,Legislative,2017,-0.981
deficit,Total,Total,2014-04-01,Legislative,2018,0.231
deficit,Total,Total,2014-04-01,Legislative,2019,1.518
deficit,Total,Total,2014-04-01,Legislative,2020,3.55
deficit,Total,Total,2014-04-01,Legislative,2021,3.613
deficit,Total,Total,2014-04-01,Legislative,2022,4.063
deficit,Total,Total,2014-04-01,Legislative,2023,4.331
deficit,Total,Total,2014-04-01,Legislative,2024,19.07
deficit,Total,Total,2014-08-01,Legislative,2014,0.02
deficit,Total,Total,2014-08-01,Legislative,2015,-4.27
deficit,Total,Total,2014-08-01,Legislative,2016,0.624
deficit,Total,Total,2014-08-01,Legislative,2017,3.582
deficit,Total,Total,2014-08-01,Legislative,2018,3.094
deficit,Total,Total,2014-08-01,Legislative,2019,1.268
deficit,Total,Total,2014-08-01,Legislative,2020,0.336
deficit,Total,Total,2014-08-01,Legislative,2021,-1.311
deficit,Total,Total,2014-08-01,Legislative,2022,-2.882
deficit,Total,Total,2014-08-01,Legislative,2023,-3.857
deficit,Total,Total,2014-08-01,Legislative,2024,-0.179
deficit,Total,Total,2015-01-01,Legislative,2014,0.0
deficit,Total,Total,2015-01-01,Legislative,2015,-81.892
deficit,Total,Total,2015-01-01,Legislative,2016,28.357
deficit,Total,Total,2015-01-01,Legislative,2017,19.767
deficit,Total,Total,2015-01-01,Legislative,2018,20.651
deficit,Total,Total,2015-01-01,Legislative,2019,16.684
deficit,Total,Total,2015-01-01,Legislative,2020,17.857
deficit,Total,Total,2015-01-01,Legislative,2021,16.579
deficit,Total,Total,2015-01-01,Legislative,2022,17.249
deficit,Total,Total,2015-01-01,Legislative,2023,17.337
deficit,Total,Total,2015-01-01,Legislative,2024,18.35
deficit,Total,Total,2015-03-01,Legislative,2015,-0.704
deficit,Total,Total,2015-03-01,Legislative,2016,-0.594
deficit,Total,Total,2015-03-01,Legislative,2017,-0.471
deficit,Total,Total,2015-03-01,Legislative,2018,-0.44
deficit,Total,Total,2015-03-01,Legislative,2019,-0.261
deficit,Total,Total,2015-03-01,Legislative,2020,-0.487
deficit,Total,Total,2015-03-01,Legislative,2021,-0.33
deficit,Total,Total,2015-03-01,Legislative,2022,-0.427
deficit,Total,Total,2015-03-01,Legislative,2023,-0.431
deficit,Total,Total,2015-03-01,Legislative,2024,-0.288
deficit,Total,Total,2015-03-01,Legislative,2025,-0.651
deficit,Total,Total,2015-08-01,Legislative,2015,-9.482
deficit,Total,Total,2015-08-01,Legislative,2016,-19.292
deficit,Total,Total,2015-08-01,Legislative,2017,-22.004
deficit,Total,Total,2015-08-01,Legislative,2018,-16.045
deficit,Total,Total,2015-08-01,Legislative,2019,-12.866
deficit,Total,Total,2015-08-01,Legislative,2020,-5.831
deficit,Total,Total,2015-08-01,Legislative,2021,-19.637
deficit,Total,Total,2015-08-01,Legislative,2022,-15.964
deficit,Total,Total,2015-08-01,Legislative,2023,-16.638
deficit,Total,Total,2015-08-01,Legislative,2024,-15.745
deficit,Total,Total,2015-08-01,Legislative,2025,-11.778
deficit,Total,Total,2016-01-01,Legislative,2015,0.0
deficit,Total,Total,2016-01-01,Legislative,2016,-163.781
deficit,Total,Total,2016-01-01,Legislative,2017,-122.76
deficit,Total,Total,2016-01-01,Legislative,2018,-78.266
deficit,Total,Total,2016-01-01,Legislative,2019,-78.359
deficit,Total,Total,2016-01-01,Legislative,2020,-43.414
deficit,Total,Total,2016-01-01,Legislative,2021,-29.051
deficit,Total,Total,2016-01-01,Legislative,2022,-45.838
deficit,Total,Total,2016-01-01,Legislative,2023,-60.937
deficit,Total,Total,2016-01-01,Legislative,2024,-73.783
deficit,Total,Total,2016-01-01,Legislative,2025,-52.799
deficit,Total,Total,2016-03-01,Legislative,2016,-0.001
deficit,Total,Total,2016-03-01,Legislative,2017,0.036
deficit,Total,Total,2016-03-01,Legislative,2018,0.035
deficit,Total,Total,2016-03-01,Legislative,2019,0.018
deficit,Total,Total,2016-03-01,Legislative,2020,0.002
deficit,Total,Total,2016-03-01,Legislative,2021,-0.036
deficit,Total,Total,2016-03-01,Legislative,2022,-0.07
deficit,Total,Total,2016-03-01,Legislative,2023,-0.076
deficit,Total,Total,2016-03-01,Legislative,2024,-0.074
deficit,Total,Total,2016-03-01,Legislative,2025,0.233
